Fs,100
Logging Type,0
Initialization time,36.5
Waiting time,3
ax,ay,az,gx,gy,gz
-204,-688,14904,-448,149,-68
-196,-736,14896,-428,162,-100
-180,-812,15044,-436,157,-82
-220,-800,14872,-412,131,-92
-176,-820,14772,-421,140,-76
-208,-856,14828,-434,139,-62
-196,-836,14860,-427,152,-91
-144,-868,14880,-416,135,-58
-128,-752,14776,-412,145,-94
-136,-796,15020,-439,146,-69
-124,-720,14840,-416,127,-94
-152,-876,14880,-432,147,-66
-12,-876,14828,-437,153,-93
-176,-788,14852,-422,145,-88
-208,-812,14932,-411,163,-108
-136,-868,14796,-423,134,-78
-268,-852,14896,-420,137,-85
-128,-792,14928,-426,166,-80
-188,-820,14848,-435,156,-93
-184,-800,14804,-428,155,-68
-176,-764,14740,-439,167,-82
-192,-784,14844,-426,149,-52
-260,-860,14832,-415,110,-65
-104,-856,14736,-417,151,-88
-100,-752,14932,-440,138,-71
-204,-736,14912,-446,156,-81
-180,-788,14904,-424,139,-78
-144,-788,14896,-442,152,-79
-120,-844,14824,-434,137,-95
-156,-772,15088,-427,142,-89
-116,-780,14992,-426,153,-77
-124,-768,14772,-416,155,-90
-260,-740,14760,-419,145,-70
-148,-748,14828,-423,149,-73
-164,-880,14888,-427,154,-95
-156,-804,14940,-437,143,-65
-152,-828,14864,-437,146,-98
-152,-772,15064,-448,151,-86
-196,-832,14780,-432,130,-71
-132,-876,14912,-433,148,-84
-164,-816,14948,-437,142,-94
-72,-772,14832,-447,167,-78
-200,-764,14932,-439,119,-61
-180,-832,14824,-408,119,-94
-164,-744,14520,-427,141,-49
-136,-772,14728,-468,150,-82
-184,-816,14856,-427,130,-68
-144,-804,14800,-441,154,-68
-148,-784,14972,-420,162,-79
-112,-820,15032,-445,150,-85
-148,-856,14808,-417,137,-84
-144,-836,14760,-461,143,-91
-132,-840,15024,-426,149,-82
-196,-760,14840,-416,140,-85
-216,-788,14652,-427,164,-87
-208,-788,14908,-437,140,-85
-168,-868,14856,-416,122,-104
-112,-844,14804,-433,169,-74
-132,-896,14836,-440,165,-92
-100,-792,14948,-407,166,-80
-176,-740,15020,-416,163,-62
-220,-752,14816,-423,155,-83
-160,-796,14936,-438,145,-94
-160,-720,14904,-434,142,-76
-172,-684,15036,-427,160,-102
-192,-872,14848,-439,155,-65
-112,-868,14688,-446,145,-77
-184,-780,14828,-427,159,-60
-260,-832,14884,-415,162,-83
-132,-900,14856,-416,136,-87
-120,-708,14892,-417,136,-104
-56,-812,15080,-427,177,-81
-112,-848,14900,-433,164,-86
-148,-832,14856,-423,189,-92
-188,-812,14888,-424,154,-82
-224,-808,14868,-425,137,-80
-236,-864,14736,-410,142,-82
-220,-768,14872,-424,163,-72
-96,-776,14772,-420,145,-76
-188,-816,14812,-425,157,-104
-236,-816,14848,-414,151,-58
-112,-872,14848,-439,168,-90
-48,-796,14640,-411,150,-88
-160,-820,14808,-430,146,-78
-120,-856,14772,-410,147,-86
-220,-792,14868,-412,134,-77
-96,-776,14728,-428,156,-96
-244,-828,14792,-427,148,-85
-132,-844,14892,-418,157,-98
-228,-752,14848,-440,158,-82
-68,-836,15016,-427,119,-84
-148,-832,14756,-425,147,-93
-232,-736,14908,-427,166,-93
-264,-824,14864,-431,165,-99
-160,-844,14960,-428,126,-73
-88,-792,14808,-405,136,-62
-192,-804,14960,-442,138,-71
-180,-744,14740,-434,154,-82
-156,-800,14724,-439,139,-50
-120,-812,14836,-420,158,-77
-156,-876,14840,-434,173,-81
-196,-944,14956,-423,142,-69
-188,-716,14740,-420,152,-70
-120,-812,14872,-441,148,-87
-108,-808,14832,-423,172,-79
-156,-756,14764,-438,151,-75
-124,-688,14784,-424,140,-84
-100,-732,14768,-436,188,-98
-228,-776,14844,-417,132,-73
-56,-796,14940,-429,148,-80
-184,-808,14948,-437,134,-82
-172,-868,14944,-433,162,-99
-148,-856,14908,-423,126,-80
-124,-780,14884,-425,139,-62
-104,-800,14880,-426,152,-90
-232,-708,14848,-437,159,-106
-208,-784,14844,-442,125,-88
-160,-840,14848,-419,176,-77
-76,-728,14792,-417,158,-99
-164,-720,14904,-425,154,-86
-160,-892,14908,-419,178,-89
-268,-744,14716,-427,158,-112
-156,-816,14928,-435,124,-96
-112,-852,14780,-422,137,-73
-264,-924,14868,-424,132,-87
-172,-768,14896,-426,166,-115
-212,-804,14900,-440,129,-90
-220,-788,14788,-417,164,-85
-152,-776,14892,-415,136,-82
-136,-820,14900,-438,155,-89
-112,-836,14800,-446,153,-85
-144,-812,14632,-418,117,-92
-184,-808,14892,-425,160,-78
-308,-916,14836,-413,145,-58
-112,-812,14784,-419,127,-64
-232,-768,14828,-427,123,-79
-264,-808,14896,-438,115,-87
-220,-856,14944,-426,153,-86
-84,-780,14896,-423,141,-75
-100,-812,15028,-423,129,-81
-96,-808,14884,-441,168,-92
-164,-876,14804,-420,139,-84
-120,-804,14800,-430,152,-76
-128,-880,14848,-421,147,-70
-244,-896,14904,-422,164,-73
-112,-776,14860,-439,163,-69
-208,-808,14828,-434,150,-58
-128,-884,14740,-432,161,-81
-160,-884,14808,-422,158,-74
-240,-776,15052,-414,136,-85
-100,-780,14908,-423,163,-76
-224,-736,14868,-438,146,-76
-156,-764,14780,-433,187,-64
-132,-884,14780,-431,157,-108
-184,-828,14860,-433,146,-93
-152,-912,14760,-428,126,-80
-208,-836,14824,-413,161,-80
-256,-816,14892,-420,151,-82
-112,-776,14904,-441,171,-91
-188,-776,14912,-421,143,-67
-100,-676,14896,-421,116,-74
-20,-860,14896,-424,155,-97
-76,-760,14836,-438,116,-80
-216,-728,15116,-429,159,-88
-188,-824,14832,-403,149,-87
-232,-904,15080,-418,129,-92
-160,-884,14780,-437,168,-92
-200,-828,14824,-429,145,-80
-188,-736,14920,-442,164,-96
-128,-796,14860,-407,140,-69
-196,-724,14848,-441,182,-75
-60,-732,14844,-415,159,-60
-172,-672,14684,-412,141,-98
-148,-764,14704,-423,161,-100
-188,-868,14888,-415,147,-91
-128,-812,15004,-431,163,-96
-128,-928,14748,-426,153,-87
-168,-900,14868,-446,132,-57
-200,-860,14888,-411,162,-74
-228,-812,14832,-434,151,-68
-172,-740,14812,-415,152,-98
-120,-744,14848,-412,139,-83
-160,-824,14808,-414,162,-70
-100,-888,14808,-433,153,-90
-196,-816,14852,-426,158,-98
-116,-792,14712,-429,121,-69
-148,-876,14764,-436,127,-82
-152,-820,14828,-412,158,-74
-76,-780,14796,-430,129,-74
-244,-852,14752,-422,134,-85
-272,-784,14864,-424,150,-86
-84,-740,14848,-395,128,-75
-140,-892,15000,-422,173,-98
-204,-928,14844,-436,132,-56
-196,-688,14788,-447,145,-81
-48,-776,14828,-429,147,-66
-112,-676,14944,-412,158,-83
-184,-816,14944,-419,146,-86
-132,-684,14832,-426,133,-77
-88,-840,14748,-445,151,-76
-200,-740,14708,-445,143,-74
-220,-696,14940,-429,127,-101
-168,-792,14968,-423,128,-89
-240,-832,14940,-420,173,-81
-104,-760,14888,-434,140,-99
-152,-716,14764,-430,151,-61
-148,-804,14936,-426,124,-85
-132,-852,15056,-421,141,-63
-204,-760,14912,-423,148,-79
-128,-792,14672,-432,148,-53
-208,-784,14912,-437,153,-83
-128,-784,15020,-423,129,-93
-56,-804,14936,-415,134,-87
-244,-856,14844,-433,154,-73
-136,-788,14904,-430,137,-76
-164,-772,14904,-459,138,-98
-144,-736,14904,-429,153,-69
-56,-908,14908,-425,154,-61
-176,-808,14844,-420,131,-83
-156,-804,14892,-426,148,-59
-92,-880,14844,-428,148,-93
-140,-768,15020,-430,150,-75
-112,-864,14808,-424,152,-77
-156,-868,14852,-428,163,-77
-88,-796,14788,-413,124,-80
-160,-916,14836,-435,149,-61
-152,-812,14772,-433,128,-82
-200,-808,14876,-443,151,-68
-152,-788,14836,-429,138,-78
-244,-768,14796,-417,130,-80
-168,-752,14884,-433,143,-84
-140,-808,14764,-427,126,-70
-164,-896,14852,-423,141,-74
-156,-800,14884,-440,176,-89
-172,-884,14948,-425,154,-72
-176,-760,14860,-418,127,-100
-124,-872,14844,-435,158,-74
-172,-756,14984,-435,146,-81
-60,-780,14708,-415,144,-72
-76,-776,14760,-428,145,-78
-224,-856,14772,-400,164,-76
-76,-812,14932,-445,136,-91
-148,-788,14836,-424,154,-79
-160,-792,14888,-422,133,-71
-176,-788,14872,-427,143,-83
-156,-856,14792,-429,133,-98
-132,-820,14756,-407,133,-72
-116,-888,14900,-425,152,-63
-100,-816,14764,-423,128,-99
-96,-768,14916,-426,148,-92
-196,-816,14868,-447,136,-84
-120,-812,14852,-425,134,-57
-8,-812,14884,-427,158,-79
-136,-748,14744,-440,131,-87
-112,-856,14936,-442,118,-73
-108,-812,14888,-421,150,-69
-160,-860,14924,-439,157,-62
-56,-844,14980,-445,163,-96
-176,-816,14896,-421,133,-57
-188,-788,14852,-425,141,-112
-132,-788,14824,-425,159,-87
-96,-844,14844,-422,149,-70
-152,-728,14876,-423,133,-105
-144,-848,14728,-423,175,-82
-228,-908,14992,-414,129,-73
-172,-820,14752,-405,144,-94
-156,-684,14916,-430,122,-100
-188,-764,14868,-456,137,-83
-176,-820,14940,-447,161,-78
-160,-836,14844,-435,141,-69
-192,-728,14944,-430,149,-102
-220,-800,14884,-428,144,-87
-192,-720,14940,-427,146,-57
-132,-784,14836,-433,129,-96
-48,-776,14804,-422,138,-52
-188,-824,14876,-439,128,-79
-156,-828,14668,-420,142,-49
-176,-904,14932,-432,156,-80
-204,-884,14884,-439,156,-79
-160,-832,14812,-438,130,-89
-220,-836,15008,-425,186,-63
-168,-816,14876,-410,158,-75
-160,-828,14900,-436,122,-87
-148,-728,14880,-416,146,-76
-100,-752,14920,-422,158,-102
-80,-792,14832,-427,141,-71
-144,-768,15028,-414,150,-78
-300,-756,14740,-423,155,-98
-252,-944,14940,-421,157,-72
-212,-920,14800,-427,143,-112
-156,-868,14816,-427,157,-85
-188,-800,14840,-420,170,-92
-176,-796,14848,-421,145,-78
-280,-820,14960,-426,160,-90
-60,-720,14900,-434,106,-68
-116,-752,14760,-431,144,-74
-88,-836,14852,-445,160,-63
-232,-980,14852,-418,148,-74
-88,-908,14780,-413,141,-78
-112,-808,14828,-422,144,-71
-208,-860,14904,-423,147,-74
-108,-788,15052,-424,169,-86
-100,-664,14976,-437,133,-100
-156,-732,14996,-429,157,-86
-104,-796,14816,-442,175,-89
-148,-828,14996,-433,152,-67
-132,-728,14904,-409,161,-81
-168,-760,14688,-437,146,-110
-112,-840,14788,-423,169,-74
-180,-768,14848,-426,156,-99
-156,-740,14904,-426,139,-70
-136,-780,14840,-437,134,-60
-188,-772,14828,-432,121,-77
-156,-736,14876,-435,155,-58
-96,-916,14816,-443,161,-101
-100,-764,14768,-431,146,-89
-172,-888,14880,-427,145,-68
-232,-752,14824,-423,122,-93
-168,-728,14724,-437,144,-91
-164,-800,14880,-426,132,-75
-152,-780,14920,-442,162,-83
-168,-844,14892,-434,156,-81
-264,-840,14860,-422,140,-99
-220,-848,14776,-419,133,-69
-244,-880,14904,-450,159,-87
-200,-800,14796,-419,164,-62
-200,-800,15008,-425,168,-58
-160,-836,14816,-426,168,-97
-232,-744,14780,-431,129,-102
-148,-752,14820,-432,164,-69
-108,-820,14784,-422,144,-75
-172,-848,14896,-428,155,-91
-236,-788,14836,-434,133,-84
-100,-856,14832,-424,137,-86
-164,-824,14868,-424,147,-54
-168,-908,14840,-417,144,-66
-196,-796,14924,-429,121,-88
-60,-832,14956,-432,155,-66
-132,-784,14852,-435,132,-78
-144,-772,14896,-425,138,-90
-164,-744,14832,-419,144,-61
-208,-676,14956,-435,132,-85
-156,-788,14744,-424,164,-93
-168,-824,14832,-424,166,-94
-116,-840,14916,-436,167,-103
-144,-828,14864,-439,142,-90
-188,-840,14840,-441,136,-92
-136,-768,14820,-436,133,-90
-164,-824,14800,-414,153,-119
-144,-732,14912,-424,130,-81
-120,-828,14892,-425,129,-70
-120,-808,14872,-430,138,-83
-160,-764,14876,-430,150,-72
-124,-796,14912,-434,152,-81
-192,-780,14804,-426,125,-77
-120,-788,14904,-444,151,-92
-104,-928,14800,-408,157,-89
-152,-856,14868,-416,143,-66
-128,-828,14932,-415,158,-61
-192,-832,14852,-416,157,-76
-112,-720,14764,-428,136,-71
-196,-776,14908,-415,157,-82
-196,-788,14852,-434,145,-66
-96,-816,14720,-410,149,-80
-228,-756,14908,-432,159,-76
-192,-848,14792,-406,122,-76
-196,-828,14768,-418,159,-89
-132,-780,14844,-436,136,-61
-240,-768,14908,-433,155,-80
-140,-748,14872,-414,152,-84
-84,-728,14888,-423,154,-58
-208,-724,14824,-439,140,-86
-244,-780,14876,-419,162,-89
-156,-752,14916,-431,156,-69
-44,-792,14768,-424,155,-88
-180,-880,14996,-420,133,-100
-132,-856,14988,-437,127,-57
-196,-896,15044,-432,141,-94
-172,-856,14920,-442,166,-78
-180,-848,14940,-418,159,-84
-36,-760,14744,-451,138,-83
-188,-756,14852,-442,168,-97
-112,-756,14784,-429,133,-110
-128,-756,14852,-434,158,-69
-116,-788,14960,-445,157,-64
-160,-872,14936,-421,181,-89
-96,-872,14880,-420,140,-58
-216,-880,14848,-435,159,-77
-152,-796,14924,-440,146,-78
-220,-880,14872,-438,149,-72
-168,-784,14748,-421,135,-80
-164,-772,14932,-419,137,-65
-60,-788,14872,-423,134,-75
-136,-792,14920,-416,154,-74
-212,-848,14880,-409,119,-89
-208,-656,14808,-408,157,-104
-188,-744,14880,-433,143,-83
-276,-808,14784,-432,103,-63
-220,-820,14872,-429,152,-55
-204,-736,14804,-428,156,-67
-172,-792,14828,-442,138,-82
-208,-816,14824,-455,135,-68
-248,-860,14952,-437,149,-95
-188,-840,14864,-436,165,-60
-100,-844,14812,-446,157,-103
-184,-912,14948,-430,146,-79
-272,-768,14752,-425,145,-80
-176,-804,14880,-431,149,-76
-124,-792,14784,-439,148,-98
-184,-856,14776,-430,147,-60
-252,-856,14756,-430,139,-86
-172,-840,14860,-437,145,-86
-188,-836,14848,-419,177,-95
-264,-840,14836,-431,146,-82
-196,-764,15012,-430,126,-65
-92,-732,14944,-429,103,-80
-228,-756,14996,-413,138,-87
-64,-776,14724,-413,179,-72
-100,-736,14788,-415,121,-88
-172,-832,14924,-416,157,-60
-120,-840,14928,-430,151,-77
-120,-752,14928,-414,137,-85
-208,-872,14752,-439,176,-104
-124,-920,14752,-430,168,-70
-168,-832,14788,-440,169,-87
-176,-860,14928,-431,148,-74
-200,-816,14908,-413,144,-72
-136,-852,14768,-432,132,-83
-200,-912,14760,-427,187,-73
-168,-784,15044,-428,138,-73
-204,-748,14872,-417,163,-93
-88,-736,14800,-417,155,-87
-192,-800,14700,-408,150,-74
-140,-836,15052,-419,155,-72
-96,-744,14916,-428,166,-79
-176,-856,14940,-429,122,-93
-328,-740,14680,-420,136,-91
-44,-876,14976,-429,161,-84
-52,-692,14788,-427,159,-66
-196,-796,14904,-407,157,-84
-200,-836,14920,-432,119,-48
-120,-720,14780,-420,143,-82
-176,-752,14848,-432,140,-76
-244,-760,14788,-421,149,-83
-248,-800,14760,-424,152,-73
-96,-840,14892,-423,171,-66
-84,-848,14944,-435,138,-72
-152,-788,14836,-433,134,-94
-184,-840,14864,-430,158,-73
-136,-804,14932,-433,137,-61
-188,-884,14844,-421,158,-70
-160,-804,14748,-442,138,-76
-124,-752,14776,-416,148,-88
-200,-872,14876,-426,145,-97
-284,-732,14836,-439,148,-95
-168,-804,15064,-430,162,-84
-88,-824,14800,-431,161,-73
-136,-760,14844,-423,162,-95
-116,-864,14788,-421,140,-67
-152,-828,14816,-417,150,-84
-140,-836,14892,-437,176,-61
-176,-932,15000,-449,128,-73
-276,-724,14924,-430,158,-67
-136,-664,14848,-445,161,-87
-92,-848,14844,-417,149,-80
-196,-780,14728,-427,151,-81
-236,-880,14896,-415,170,-92
-184,-876,14852,-417,132,-76
-56,-772,14932,-420,133,-89
-112,-872,14752,-433,117,-84
-144,-764,14888,-423,139,-65
-164,-780,14880,-441,155,-66
-216,-828,14800,-434,160,-66
-152,-816,14900,-434,148,-66
-208,-816,14836,-407,181,-92
-320,-768,14988,-442,132,-77
-172,-764,14784,-440,124,-80
-40,-788,14868,-415,151,-58
-132,-876,14824,-425,122,-79
-180,-848,14912,-430,134,-66
-92,-744,14796,-435,159,-92
-164,-816,14868,-427,173,-66
-216,-804,14916,-421,157,-104
-180,-796,14892,-427,161,-74
-252,-840,14776,-427,178,-81
-180,-860,14980,-418,161,-81
-256,-764,15020,-418,161,-90
-212,-800,14868,-440,148,-73
-228,-784,14916,-447,186,-97
-264,-868,15032,-431,123,-66
-188,-736,14876,-430,139,-60
-160,-720,14796,-426,123,-77
-160,-776,14912,-430,148,-84
-204,-820,14784,-430,182,-96
-240,-816,14856,-421,143,-99
-92,-836,14928,-430,128,-99
-244,-792,14836,-437,159,-64
-176,-760,14856,-415,152,-71
-152,-784,14760,-421,167,-78
-180,-824,14920,-458,150,-73
-196,-772,14860,-428,173,-84
-100,-812,14700,-418,126,-82
-164,-780,14868,-404,128,-74
-112,-756,14724,-430,169,-83
-120,-784,14836,-421,130,-70
-100,-764,14788,-438,146,-71
-152,-768,14864,-427,150,-94
-188,-812,14924,-422,116,-82
-96,-792,14912,-431,158,-97
-124,-724,14864,-413,164,-88
-128,-744,14692,-419,157,-74
-112,-828,14764,-417,142,-106
-48,-804,14956,-429,130,-81
-92,-764,14816,-445,144,-67
-228,-764,14924,-432,135,-104
-108,-844,14864,-433,139,-84
-152,-680,14856,-421,168,-60
-108,-768,14928,-426,126,-81
-216,-876,14844,-409,151,-73
-240,-720,14864,-425,177,-68
-108,-816,14908,-417,153,-88
-88,-824,14800,-422,157,-90
-160,-736,14940,-422,142,-74
-284,-828,14920,-434,152,-82
-260,-832,14804,-416,143,-75
-164,-840,14896,-416,142,-65
-156,-832,14892,-425,123,-73
-176,-804,14828,-435,153,-88
-120,-776,14824,-438,151,-85
-156,-756,14772,-428,146,-89
-104,-820,14904,-440,154,-74
-196,-828,14980,-398,139,-75
-152,-664,14948,-429,155,-55
-212,-696,14708,-438,131,-84
-100,-804,14996,-426,157,-69
-156,-824,14792,-420,142,-89
-204,-764,14816,-432,174,-61
-312,-828,14704,-433,134,-68
-232,-856,14780,-421,157,-79
-108,-800,14832,-421,167,-91
-156,-764,14864,-426,151,-82
-84,-744,14940,-429,137,-60
-200,-852,14728,-427,165,-87
-112,-808,15040,-434,143,-74
-112,-848,14844,-421,155,-89
-176,-816,14940,-439,138,-85
-208,-804,14872,-436,139,-72
-228,-752,14736,-433,163,-53
-124,-792,14920,-406,171,-81
-144,-828,14860,-411,131,-76
-88,-828,14840,-421,139,-83
-164,-896,14884,-424,122,-86
-140,-788,14928,-427,156,-78
-188,-880,14824,-444,133,-102
-240,-804,14784,-427,160,-100
-128,-844,14896,-438,173,-71
-204,-916,14764,-422,148,-98
-280,-772,14900,-422,144,-86
-164,-868,14812,-428,165,-70
-244,-916,14916,-418,158,-80
-60,-736,14792,-432,160,-77
-216,-852,15040,-424,145,-76
-120,-836,14920,-415,160,-85
-176,-804,14844,-433,168,-58
-76,-892,14852,-437,128,-81
-176,-804,14860,-426,145,-89
-144,-744,14816,-431,146,-72
-188,-860,14784,-420,171,-65
-180,-836,14804,-413,157,-94
-132,-888,14912,-446,130,-95
-272,-792,14832,-438,115,-80
-288,-840,14932,-427,155,-75
-176,-760,14788,-413,175,-94
-164,-856,14808,-435,145,-88
-76,-908,14852,-429,155,-63
-104,-848,14800,-427,165,-62
-232,-744,14948,-440,156,-79
-192,-848,14808,-427,169,-91
-92,-820,14772,-420,169,-53
-152,-792,14928,-439,145,-80
-68,-868,14848,-434,135,-88
-188,-792,14852,-429,130,-89
-108,-888,14924,-429,161,-80
-188,-696,14828,-433,150,-103
-156,-804,14816,-434,155,-107
-260,-676,14840,-412,182,-86
-228,-824,14860,-437,136,-70
-192,-768,14924,-443,160,-88
-188,-800,14980,-428,159,-58
-204,-740,14776,-437,154,-65
-84,-824,14920,-438,162,-77
-76,-800,14856,-426,176,-94
-228,-768,14904,-429,142,-77
-216,-740,14792,-434,152,-91
-180,-772,14888,-443,173,-89
-232,-700,14976,-431,116,-102
-152,-776,14900,-426,179,-86
-256,-888,14804,-429,138,-90
-48,-812,14776,-428,161,-100
-96,-792,14760,-422,151,-96
-144,-764,14912,-434,128,-85
-132,-860,14740,-425,160,-89
-268,-880,14868,-450,125,-75
-188,-824,14852,-428,127,-77
-152,-828,14900,-450,152,-57
-172,-788,14824,-430,143,-90
-156,-768,14904,-434,113,-100
-184,-808,14832,-427,134,-80
-252,-772,14824,-427,144,-63
-188,-824,14856,-425,156,-79
-116,-832,14688,-422,178,-81
-188,-808,14684,-447,127,-104
-196,-828,15004,-437,152,-92
-136,-860,14880,-427,138,-88
-96,-808,14768,-425,125,-88
-128,-808,14940,-432,142,-86
-164,-784,14884,-420,146,-86
-100,-764,14856,-448,159,-62
-196,-716,14916,-428,163,-89
-148,-740,14904,-423,131,-67
-244,-764,14956,-405,160,-85
-64,-760,14808,-432,123,-80
-140,-780,14888,-427,110,-102
-160,-772,14768,-434,145,-92
-140,-816,14748,-420,132,-88
-132,-760,14824,-425,149,-68
-92,-860,14852,-420,157,-78
-112,-740,15020,-432,145,-59
-96,-840,14952,-466,143,-108
-132,-848,14844,-425,151,-94
-164,-824,14928,-435,144,-67
-52,-800,15012,-424,157,-78
-160,-760,14868,-413,111,-66
-164,-800,14732,-447,138,-69
-172,-716,14900,-416,136,-97
-156,-704,14996,-429,155,-83
-152,-756,14812,-419,177,-53
-112,-740,14808,-420,153,-94
-120,-732,14932,-447,149,-90
-184,-780,14740,-431,124,-82
-56,-872,14760,-415,143,-89
-24,-884,14808,-428,188,-78
-76,-804,14904,-430,128,-81
-116,-836,14920,-402,153,-62
-72,-852,14856,-440,153,-86
-224,-820,14808,-420,138,-76
-228,-904,14764,-436,163,-102
-184,-816,14780,-439,127,-76
-252,-788,14904,-446,150,-81
-116,-820,14812,-425,146,-78
-132,-796,14760,-427,145,-78
-188,-788,14852,-434,145,-80
-144,-908,15008,-445,149,-78
-204,-836,14908,-417,142,-98
-120,-792,14856,-437,130,-60
-180,-748,14852,-430,156,-68
-164,-816,14876,-419,142,-89
-128,-736,14876,-425,159,-100
-240,-860,14916,-428,147,-81
-124,-852,14772,-426,171,-92
-156,-804,14864,-438,149,-92
-236,-784,14756,-419,169,-71
-160,-812,14836,-408,151,-92
-180,-832,14796,-439,166,-71
-212,-800,14976,-435,123,-80
-124,-780,14612,-416,142,-72
-124,-832,15024,-432,150,-67
-156,-844,14728,-443,130,-71
-164,-872,14948,-422,160,-84
-172,-752,14700,-436,145,-90
-152,-816,14868,-434,141,-69
-176,-732,14944,-433,158,-78
-228,-700,14836,-437,154,-70
-132,-836,14776,-414,132,-61
-260,-792,14836,-432,147,-79
-172,-832,14924,-432,136,-71
-184,-764,14876,-418,156,-75
-168,-716,14864,-425,166,-82
-228,-796,14796,-425,179,-80
-176,-844,15088,-441,153,-76
-104,-808,14832,-424,139,-64
-88,-812,14788,-428,153,-102
-132,-840,14800,-438,158,-92
-36,-788,14848,-426,140,-84
-152,-788,14896,-434,146,-99
-152,-752,14756,-437,141,-83
-132,-776,14740,-436,143,-90
-172,-752,14900,-421,140,-84
-144,-760,14904,-416,149,-73
-84,-800,14960,-432,148,-93
-208,-776,14800,-448,125,-80
-120,-808,14912,-434,157,-108
-144,-712,14896,-436,169,-69
-192,-780,14872,-427,140,-70
-196,-760,14880,-426,144,-104
-164,-680,14888,-432,120,-68
-152,-784,14968,-427,143,-70
-208,-772,14828,-435,149,-89
-228,-824,14844,-433,165,-89
-188,-800,15000,-429,149,-90
-104,-780,14844,-434,166,-74
-168,-852,14852,-425,149,-88
-220,-840,14984,-437,171,-82
-200,-932,15020,-430,140,-64
-192,-788,14900,-411,164,-53
-220,-732,14752,-417,134,-92
-260,-788,14752,-442,144,-77
-228,-760,15012,-421,135,-72
-228,-824,15052,-422,159,-85
-148,-856,14992,-447,146,-90
-188,-876,14688,-432,144,-90
-148,-844,14768,-443,162,-85
-220,-752,15020,-410,143,-71
-136,-760,14880,-433,117,-93
-180,-768,14904,-410,165,-76
-132,-872,14796,-433,140,-85
-152,-756,14960,-431,154,-106
-80,-860,14784,-412,152,-103
-212,-780,14784,-404,161,-58
-140,-716,14888,-453,150,-63
-164,-864,14820,-430,124,-114
-228,-832,14952,-416,157,-84
-160,-860,14896,-419,149,-71
-256,-756,14916,-428,151,-88
-192,-796,14880,-433,135,-72
-212,-816,14864,-434,180,-80
-108,-760,14808,-421,164,-95
-180,-816,14848,-431,147,-88
-92,-808,14800,-431,186,-75
-208,-800,14852,-411,126,-84
-168,-784,14776,-435,170,-77
-196,-828,14824,-433,134,-102
-192,-828,14912,-440,143,-88
-164,-760,14824,-429,135,-95
-220,-828,14880,-415,142,-61
-180,-796,14976,-426,154,-79
-96,-812,14848,-422,133,-76
-160,-856,14848,-429,164,-81
-68,-744,14832,-441,124,-77
-144,-804,14888,-433,133,-67
-188,-700,14940,-426,125,-73
-128,-800,14816,-420,170,-90
-196,-828,14764,-448,159,-83
